Formula,FW,DSSTox_CID,SR-HSE,ID,SMILES,Molecule,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD
C10H12ClN5O3,285.687,2828,0.0,NCGC00018167-03,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,<rdkit.Chem.rdchem.Mol object at 0x000001199F974E40>,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
C7H14N2O6S,254.2609,27242,1.0,NCGC00256885-01,COc1ccc(N)cc1N.O.O=S(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199F974F20>,0.0,,,,1.0,1.0,0.0,0.0,1.0,0.0,0.0
C40H54N4O10S,782.9426,28905,,NCGC00181052-01,C=C[C@H]1C[N@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1C[N@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199F975000>,1.0,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
C12H46Al16O67S8,1950.6781,28892,0.0,NCGC00183138-01,O=S(=O)(OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O)O[Al](O)O.O[Al](O)[Al](O)O.O[Al](O)[Al](O)O.O[Al](O)[Al](O)O.O[Al](O)[Al](O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199F975150>,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C17H27NO4,309.4006,26078,,NCGC00159498-02,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,<rdkit.Chem.rdchem.Mol object at 0x000001199F975460>,1.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C20H20N2O2,320.385,26206,,NCGC00160526-01,O=C(c1cc2ccccc2o1)N1CCN(Cc2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001199F975540>,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C72H116O4,1045.689,28633,,NCGC00182606-01,CCCCCCCCCCCCCCCC(=O)O[C@@H]1CC(C)=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](OC(=O)CCCCCCCCCCCCCCC)CC2(C)C)C(C)(C)C1,<rdkit.Chem.rdchem.Mol object at 0x000001199F975850>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C22H24N6O9S3,612.6558,26909,,NCGC00181339-01,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1.O=S(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199F975E00>,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C22H45N5O16S,667.6816,26462,,NCGC00164587-01,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)C(O)CN)OC[C@]1(C)O.O=S(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199F975EE0>,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C21H25N5O8S2,539.5819,3316,,NCGC00167470-01,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199F975FC0>,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C14H18N6O,286.3323,26444,,NCGC00164560-01,Nc1nc(NC2CC2)c2ncn([C@@H]3C=C[C@@H](CO)C3)c2n1,<rdkit.Chem.rdchem.Mol object at 0x000001199F9760A0>,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
C19H24BrNS2,410.4346,26757,,NCGC00167984-01,C[N@+]12CCCC[C@@H]1CCC(=C(c1cccs1)c1cccs1)C2.[Br-],<rdkit.Chem.rdchem.Mol object at 0x000001199F976420>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C10H20NNaO2,209.2611,28692,,NCGC00181165-01,CCCCCCCCCC(=O)N[O-].[Na+],<rdkit.Chem.rdchem.Mol object at 0x000001199F9767A0>,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17H12Br2O3,424.0834,2652,,NCGC00013895-01,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,<rdkit.Chem.rdchem.Mol object at 0x000001199F9769D0>,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
C21H34O2,318.4935,26342,,NCGC00163287-01,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,<rdkit.Chem.rdchem.Mol object at 0x000001199F976F10>,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
C23H30O5,386.4813,26805,,NCGC00181018-01,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@@]21C,<rdkit.Chem.rdchem.Mol object at 0x000001199F9775A0>,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
C21H24Cl2O4,411.3189,14928,0.0,NCGC00255032-01,CCC(C)(C)C(=O)OC1=C(c2cc(Cl)cc(Cl)c2)C(=O)OC12CCCCC2,<rdkit.Chem.rdchem.Mol object at 0x000001199F977920>,0.0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,
C30H50O,426.7174,3584,,NCGC00159464-02,C/C=C(/CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001199F977A70>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C29H50O2,430.7061,6339,0.0,NCGC00142625-06,Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,<rdkit.Chem.rdchem.Mol object at 0x000001199F977B50>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C27H46O2,402.6529,26263,0.0,NCGC00160622-01,Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,<rdkit.Chem.rdchem.Mol object at 0x000001199F977CA0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C21H36O2,320.5093,26218,,NCGC00160543-01,CC(O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,<rdkit.Chem.rdchem.Mol object at 0x000001199F977ED0>,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C36H60O2,524.8604,1241,0.0,NCGC00095056-03,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001199F98C040>,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C49H76O3,713.1259,26923,,NCGC00181354-01,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Oc2c(C)c(C)c3c(c2C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O3)C(C)(C)CCC1,<rdkit.Chem.rdchem.Mol object at 0x000001199F98C190>,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7H9NO,123.1525,29118,1.0,NCGC00260456-01,Cc1cc(O)ccc1N,<rdkit.Chem.rdchem.Mol object at 0x000001199F98C270>,0.0,,,0.0,1.0,1.0,0.0,0.0,,0.0,0.0
C15H15N,209.2863,24668,1.0,NCGC00256303-01,CC1=Nc2ccc3ccccc3c2C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001199F98C430>,0.0,0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0
C21H14,266.3359,29297,1.0,NCGC00260484-01,Cc1cccc2c1cc1ccc3cccc4ccc2c1c34,<rdkit.Chem.rdchem.Mol object at 0x000001199F98C510>,0.0,1.0,0.0,,1.0,,0.0,1.0,1.0,0.0,1.0
C29H46O3,442.6737,26198,,NCGC00160513-01,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,<rdkit.Chem.rdchem.Mol object at 0x000001199F98C5F0>,1.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
C66H76Cl3N9O24,1485.7145,25354,,NCGC00181797-01,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)C(O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O.Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199F98CB30>,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C43H68ClNO11,810.4531,26674,,NCGC00167506-01,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,<rdkit.Chem.rdchem.Mol object at 0x000001199F98CD60>,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C21H26ClN3O2,387.903,22612,,NCGC00025273-01,CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)[C@H]2C)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199F98CE40>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H11ClO3,226.6562,38,,NCGC00159507-02,C=CCOc1ccc(CC(=O)O)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199F98CF90>,1.0,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
C15H11ClN2O,270.7136,28926,,NCGC00168263-01,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,<rdkit.Chem.rdchem.Mol object at 0x000001199F98D070>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9H6Cl6O4S,422.9245,17541,,NCGC00254686-01,O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199F98D150>,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
C15H10Cl2N2O2,321.1581,3225,,NCGC00159439-02,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,<rdkit.Chem.rdchem.Mol object at 0x000001199F98D2A0>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4H11NO,89.1362,505,0.0,NCGC00159413-02,CN(C)CCO,<rdkit.Chem.rdchem.Mol object at 0x000001199F98D380>,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17H23NO2,273.37,22618,,NCGC00024703-02,Cc1cc(C)cc(C(=O)OC2C[C@H]3CC[C@@H](C2)N3C)c1,<rdkit.Chem.rdchem.Mol object at 0x000001199F98D540>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4H7Br2Cl2O4P,380.7837,4209,0.0,NCGC00259190-01,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,<rdkit.Chem.rdchem.Mol object at 0x000001199F98D930>,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
C17H14N2O6S,374.3679,28897,,NCGC00181783-02,CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001199F98DA10>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3H2ClF5O,184.4924,562,0.0,NCGC00167422-01,FC(F)OC(F)(F)C(F)Cl,<rdkit.Chem.rdchem.Mol object at 0x000001199F98DBD0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C15H8Cl2FNO,308.1345,14881,,NCGC00254747-01,Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199F98DD90>,0.0,1.0,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0
C6H7ClN2,142.5862,283,0.0,NCGC00091663-03,Nc1ccc(Cl)cc1N,<rdkit.Chem.rdchem.Mol object at 0x000001199F98E3B0>,1.0,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
C42H56N4O14,840.9124,25679,,NCGC00025167-01,COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1.O.O.O=C(O)/C=C/C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199F98E5E0>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C18H37AlO4,344.4655,28623,,NCGC00160596-02,CCCCCCCCCCCCCCCCCC(=O)O[Al](O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199F98E730>,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C23H31NO7S,465.5597,28955,,NCGC00165899-01,CS(=O)(=O)NC(=O)CCC/C=C\C[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@H](O)COc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001199F98E810>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C18H32O16,504.4371,28889,,NCGC00183123-01,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x000001199F98E8F0>,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
C12H12FNO,205.2282,26154,,NCGC00160446-01,O=C(/C=C/c1cccc(F)c1)NC1CC1,<rdkit.Chem.rdchem.Mol object at 0x000001199F98E9D0>,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C26H35N3O9,533.5708,26859,,NCGC00181123-01,COc1cc(C=CC(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC.O=C(O)/C=C\C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001199F98EC70>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4H5N3O,111.102,26895,,NCGC00181304-01,NC1=NC(=O)N2CC12,<rdkit.Chem.rdchem.Mol object at 0x000001199F98F5A0>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C40H52O2,564.8397,2727,,NCGC00095896-01,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,<rdkit.Chem.rdchem.Mol object at 0x000001199F98F8B0>,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C19H24O3,300.3921,3644,,NCGC00159329-02,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,<rdkit.Chem.rdchem.Mol object at 0x000001199F98FA70>,1.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C7H6O,106.1219,134,0.0,NCGC00091819-01,O=Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001199F98FDF0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C22H32N2O5S,436.5649,3005,,NCGC00016682-02,C1CNCCN1.C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,<rdkit.Chem.rdchem.Mol object at 0x000001199F9A8040>,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C19H30O3,306.4397,27859,0.0,NCGC00258100-01,CCCCCCCCCCCCOC(=O)c1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199F9A8660>,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C7H5NS2,167.2513,807,1.0,NCGC00091643-07,Sc1nc2ccccc2s1,<rdkit.Chem.rdchem.Mol object at 0x000001199F9A8B30>,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
C3H7CaO6P,210.1358,28888,,NCGC00166037-02,O=P([O-])([O-])OC(CO)CO.[Ca+2],<rdkit.Chem.rdchem.Mol object at 0x000001199F9A8DD0>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H18CaO14,426.3409,25078,,NCGC00013012-01,O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-].O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-].[Ca+2],<rdkit.Chem.rdchem.Mol object at 0x000001199F9A8EB0>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C25H34CaN3O9PS,623.6689,26777,,NCGC00168771-01,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Ca+2],<rdkit.Chem.rdchem.Mol object at 0x000001199F9A8F90>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C28H31ClN2O3,479.0103,22369,0.0,NCGC00255803-01,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1.[Cl-],<rdkit.Chem.rdchem.Mol object at 0x000001199F9A92A0>,0.0,1.0,,0.0,0.0,,,0.0,0.0,0.0,0.0
C22H29KO4,396.5616,25602,,NCGC00017146-01,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)CCC(=O)[O-].[K+],<rdkit.Chem.rdchem.Mol object at 0x000001199F9A95B0>,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C20H19N5Na2O6,471.3743,26660,,NCGC00167486-01,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c[nH]c2[nH]1.[Na+].[Na+],<rdkit.Chem.rdchem.Mol object at 0x000001199F9A9690>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C32H22N6Na2O6S2,696.6632,2816,0.0,NCGC00260480-01,Nc1c(/N=N/c2ccc(-c3ccc(/N=N/c4cc(S(=O)(=O)[O-])c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)[O-])c2ccccc12.[Na+].[Na+],<rdkit.Chem.rdchem.Mol object at 0x000001199F9A9850>,0.0,0.0,,0.0,1.0,,0.0,,0.0,0.0,0.0
C20H18N6Na2O7S4,628.6325,26730,,NCGC00167581-01,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(C)c(CC(=O)[O-])s3)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],<rdkit.Chem.rdchem.Mol object at 0x000001199F9A9930>,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16H14F2N3NaO4S,405.3516,24215,0.0,NCGC00182041-01,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[n-]2)c1OC.[Na+],<rdkit.Chem.rdchem.Mol object at 0x000001199F9A9A10>,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
C22H16N2O7,420.3716,5209,0.0,NCGC00255296-01,O=C1c2c(O)ccc(Nc3ccc(CCO)cc3)c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,<rdkit.Chem.rdchem.Mol object at 0x000001199F9A9FC0>,0.0,1.0,,0.0,1.0,1.0,0.0,,0.0,0.0,
C18H28BrNO2,370.3244,25569,,NCGC00017066-01,Br.COc1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(C)CC3.O,<rdkit.Chem.rdchem.Mol object at 0x000001199F9AA110>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C15H26O,222.3663,20783,,NCGC00095837-01,C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001199F9AA340>,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
C14H21NO3S,283.3864,26509,,NCGC00165968-01,CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x000001199F9AA500>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H10ClN3O,235.6696,25795,,NCGC00094280-01,C[C@@H]1C(=O)N=C2Nc3cccc(Cl)c3CN21,<rdkit.Chem.rdchem.Mol object at 0x000001199F9AA730>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16H23NO2,261.3593,26766,,NCGC00168347-01,CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@H]1C,<rdkit.Chem.rdchem.Mol object at 0x000001199F9AA810>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17H25N3O5S,383.4625,26268,,NCGC00160642-01,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,<rdkit.Chem.rdchem.Mol object at 0x000001199F9AA9D0>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12H8S3,248.3869,21206,1.0,NCGC00254556-01,c1csc(-c2ccc(-c3cccs3)s2)c1,<rdkit.Chem.rdchem.Mol object at 0x000001199F9AAC70>,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0
C19H16O4,308.3279,3742,0.0,NCGC00094810-01,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,<rdkit.Chem.rdchem.Mol object at 0x000001199F9AAD50>,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
C45H70N12O14S2,1067.2393,26552,,NCGC00166145-02,CC(=O)O.CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x000001199F9AAF80>,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C48H69N15O14S2,1144.2836,26597,,NCGC00166306-01,CC(=O)O.N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,<rdkit.Chem.rdchem.Mol object at 0x000001199F9AB060>,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C26H33NO2,391.5457,28969,,NCGC00186462-01,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,<rdkit.Chem.rdchem.Mol object at 0x000001199F9AB220>,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C27H44O2,400.6371,26212,,NCGC00160536-01,CC(C)CCC[C@@H](C)[C@H]1CC(=O)C2=C3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,<rdkit.Chem.rdchem.Mol object at 0x000001199F9AB840>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C22H34N4O10,514.5262,25203,,NCGC00015954-02,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O,<rdkit.Chem.rdchem.Mol object at 0x000001199F9ABA00>,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
C22H28N2O,336.4705,3049,,NCGC00168252-01,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001199F9C03C0>,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
C11H14N2O2,206.2411,612,0.0,NCGC00180997-01,CCC(C(=O)NC(N)=O)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001199F9C04A0>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8H13NO2,155.1943,25250,,NCGC00016288-01,CCC1(C)CC(=O)NC(=O)C1,<rdkit.Chem.rdchem.Mol object at 0x000001199F9C06D0>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11H16N2O5,256.2551,25890,,NCGC00095019-01,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,<rdkit.Chem.rdchem.Mol object at 0x000001199F9C07B0>,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C35H58O12,670.8278,26866,,NCGC00181135-02,CCCCC[C@@H](O)C1C(=O)OC(C)[C@H](O)/C=C/C=C/C=C/C=C/C=C(\C)C(O)C(O)C(O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x000001199F9C0900>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C31H55N3O6,565.7849,26682,,NCGC00167515-01,CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,<rdkit.Chem.rdchem.Mol object at 0x000001199F9C09E0>,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
