,smiles,Formula,FW,DSSTox_CID,SR-HSE,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD
5275,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],C17H21N2NaO7S,420.4126 (22.9892+18.0153+379.4081),25835,,0,,0,0,0,0,1,0,0,0,0
5276,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].[Na+],C19H17ClN3NaO5S,457.8631 (22.9892+434.8739),25551,,0,,0,0,0,0,0,0,0,0,0
5277,Nc1ccc(C(=O)[O-])c(O)c1.[Na+],C7H6NNaO3,175.1172 (152.1280+22.9892),26066,,0,,0,0,0,0,0,0,0,0,0
5278,O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,C9H10ClN5O2,255.6610,12442,,0,,0,0,0,0,0,0,0,0,0
5279,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,C13H22N4O3S,314.4038,25191,,0,,0,0,0,0,0,0,0,0,0
5280,O=C1c2c(O)ccc(Nc3ccc(CCO)cc3)c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,C22H16N2O7,420.3716,5209,0,0,1,,0,1,1,0,,0,0,
5281,Br.COc1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(C)CC3.O,C18H28BrNO2,370.3244 (18.0153+80.9119+271.3972),25569,,0,,0,0,0,0,0,0,0,0,0
5282,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,C23H26O3,350.4507,12688,,0,,0,0,0,0,0,0,0,0,0
5283,C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,C15H26O,222.3663,20783,,0,,0,0,0,1,0,0,0,0,0
5284,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,C16H14O4,270.2800,28663,,0,,,0,1,0,0,0,0,0,0
5285,CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,C14H21NO3S,283.3864,26509,,0,,0,0,0,0,0,0,0,0,0
5286,C[C@@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1.O=C(O)/C=C\C(=O)O,C24H28N2O4,408.4901 (292.4180+116.0722),28966,,0,,0,0,0,0,0,0,0,0,0
5287,C[C@@H]1C(=O)N=C2Nc3cccc(Cl)c3CN21,C11H10ClN3O,235.6696,25795,,0,,0,0,0,0,0,0,0,0,0
5288,CCC(=O)O[C@]1(c2ccccc2)CCN(C)C[C@H]1C,C16H23NO2,261.3593,26766,,0,,0,0,0,0,0,0,0,0,0
5289,C=CCN1CCc2nc(N)sc2CC1,C10H15N3S,209.3112,26321,,0,,0,0,0,0,0,0,0,0,0
5290,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,C17H25N3O5S,383.4625,26268,,0,,0,0,0,0,0,0,0,0,0
5291,c1ccc2[nH]ccc2c1,C8H7N,117.1479,737,,0,,0,0,0,0,0,0,0,0,0
5292,c1ccc2c(c1)sc1ccccc12,C12H8S,184.2569,27725,,0,,0,0,0,0,0,0,0,0,0
5293,c1csc(-c2ccc(-c3cccs3)s2)c1,C12H8S3,248.3869,21206,1,1,1,,,1,,1,1,1,1,1
5294,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,C19H16O4,308.3279,3742,,0,,0,0,0,1,0,1,0,0,0
5295,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,C22H25NO6,399.4370,4845,0,0,1,,0,0,1,0,,0,1,
5296,CC(=O)O.CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,C45H70N12O14S2,1067.2393 (1007.1873+60.0520),26552,,0,,0,1,0,0,1,0,0,0,0
5297,CC(=O)O.N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,C48H69N15O14S2,1144.2836 (1084.2316+60.0520),26597,,0,,0,1,0,0,1,0,0,0,0
5298,CC(=O)O.N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,C48H68N14O14S2,1129.2689 (60.0520+1069.2170),26864,,0,,0,0,0,0,0,0,0,0,0
5299,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,C26H33NO2,391.5457,28969,,0,,0,1,0,0,1,0,0,0,0
5300,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C23H32O4,372.4978,2894,,1,,0,0,0,0,1,0,0,0,1
5301,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,C14H19N5O4,321.3318,3038,,0,,0,0,0,0,0,0,0,0,0
5302,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,C15H24O,220.3505,216,,0,,0,0,0,0,0,0,0,0,0
5303,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,C7H16O4S2,228.3295,28500,,0,,0,0,0,0,0,0,0,0,0
5304,CC(C)C(Br)C(=O)NC(N)=O,C6H11BrN2O2,223.0677,20656,,0,,0,0,0,0,0,0,0,0,0
5305,CC(C)C[C@@H](N)C(=O)O,C6H13NO2,131.1729,26347,,0,,0,0,0,0,0,0,0,0,0
5306,CC(C)CCC[C@@H](C)[C@H]1CC(=O)C2=C3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,C27H44O2,400.6371,26212,,0,,0,0,0,0,0,0,0,0,0
5307,CC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C,C11H16N4O2,236.2703,26767,,0,,0,0,0,0,0,0,0,0,0
5308,CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O,C22H34N4O10,514.5262,25203,,0,,,0,0,0,0,0,1,0,0
5309,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,C18H29NO3,307.4278,2674,,0,,0,0,0,0,0,0,0,0,0
5310,CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O,C24H31N3O,377.5224,25435,,0,,0,0,0,0,0,0,0,0,0
5311,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,C23H27FN4O2,410.4845,25193,,0,,0,0,0,0,0,0,0,0,0
5312,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,C19H22N2,278.3914,3718,,0,,0,0,0,0,0,0,0,0,0
5313,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,C19H22FN3O4,375.3941,25704,,0,,0,0,0,0,1,0,0,0,0
5314,Cc1ncc([N+](=O)[O-])n1CC(C)O,C7H11N3O3,185.1805,25934,,0,,0,0,0,0,0,0,0,0,0
5315,C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,C15H18N2O,242.3162,26038,,0,,0,0,0,0,0,0,0,0,0
5316,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,C14H13N3O4S2,351.4007,803,,1,,0,0,0,0,1,0,0,0,0
5317,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,C22H28N2O,336.4705,3049,,1,,0,0,0,0,0,0,0,0,1
5318,CCC(C(=O)NC(N)=O)c1ccccc1,C11H14N2O2,206.2411,612,,0,,0,0,0,0,0,0,0,0,0
5319,CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,C24H37NO10,499.5513 (192.1235+307.4278),26270,,0,,0,0,0,0,0,0,0,0,0
5320,CCC1(C)CC(=O)NC(=O)C1,C8H13NO2,155.1943,25250,,0,,0,0,0,0,0,0,0,0,0
5321,CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,C11H16N2O5,256.2551,25890,,0,,,0,0,0,0,0,0,0,0
5322,CCCCC[C@@H](O)C1C(=O)OC(C)[C@H](O)/C=C/C=C/C=C/C=C/C=C(\C)C(O)C(O)C(O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O,C35H58O12,670.8278,26866,,0,,0,0,0,0,0,0,0,0,0
5323,CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,C31H55N3O6,565.7849,26682,,0,,0,0,0,0,0,0,1,0,0
5324,CCCN[C@H]1CCc2nc(N)sc2C1,C10H17N3S,211.3271,3496,,0,,0,0,0,0,0,0,0,0,0
5325,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,C20H25N3O,323.4320,3231,,0,,0,1,1,1,1,0,0,0,0
5326,CCOc1cc(C=O)ccc1O,C9H10O3,166.1739,1968,,0,,0,0,0,0,0,0,0,0,0
5327,CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,C19H23NO3,313.3908,26760,,0,,0,0,0,0,0,0,0,0,0
5328,Cl.c1cnc2cc3c(cc2n1)C1CNCC3C1,C13H14ClN3,247.7234 (211.2624+36.4609),28867,,0,,0,0,0,0,0,0,0,0,0
5329,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C.Cl,C16H26ClNO3,315.8355 (279.3746+36.4609),26946,,0,,0,0,0,0,0,0,0,0,0
5330,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl,C16H25ClN2,280.8361 (244.3752+36.4609),25223,,0,,0,0,0,0,0,0,0,0,0
5331,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21.Cl,C14H23ClN6O5,390.8226 (354.3617+36.4609),26784,,0,,0,0,0,0,0,0,0,0,0
5332,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1.Cl,C16H26ClNO4,331.8349 (295.3740+36.4609),28929,,0,,0,0,0,0,0,0,0,0,0
5333,CNC(C)CCC=C(C)C.Cl,C9H20ClN,177.7148 (141.2539+36.4609),26869,,0,,0,0,1,0,0,0,0,0,0
5334,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1.Cl,C16H24ClNO,281.8209 (36.4609+245.3599),25868,,0,,0,0,0,0,1,0,0,0,0
5335,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1.Cl,C19H28ClN5,361.9121 (325.4512+36.4609),28595,,0,,0,1,0,0,1,0,0,0,0
5336,CCCN1CCC[C@@H]2Cc3n[nH]cc3C[C@H]21.Cl,C13H22ClN3,255.7869 (219.3259+36.4609),25519,,0,,0,0,1,0,0,0,0,0,0
5337,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21.Cl,C19H25ClN2S,348.9332 (312.4723+36.4609),25347,,0,,0,0,0,0,0,0,0,0,0
5338,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N.Cl,C17H29ClN2O3,344.8768 (36.4609+308.4158),25393,,0,,0,0,1,0,0,0,0,0,0
5339,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N.Cl,C16H27ClN2O3,330.8502 (294.3892+36.4609),28948,,0,,0,0,1,0,0,0,0,0,0
5340,Cc1cccc(C)c1N(CCCc1cccnc1)C(=O)C(C)N.Cl.Cl,C19H27Cl2N3O,384.3432 (311.4213+36.4609+36.4609),28701,,0,,1,0,0,0,0,0,0,0,0
5341,Cl.Cl.Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,C20H17Cl3N4,419.7348 (346.8129+36.4609+36.4609),28999,,0,,1,0,1,1,0,0,0,0,0
5342,CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl.Cl.O.O,C20H28Cl3N3O3,464.8136 (18.0153+18.0153+36.4609+36.4609+355.8612),25568,,0,,0,0,0,0,0,0,0,0,0
5343,CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1.Cl,C16H21Cl2N3,326.2640 (289.8031+36.4609),28785,,0,,0,0,0,0,0,0,0,0,0
5344,Cl.Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,C19H21Cl2N3,362.2961 (325.8352+36.4609),25136,,0,,0,0,0,0,0,0,0,0,0
5345,Cl.N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,C9H10Cl3N3O,282.5542 (246.0933+36.4609),25157,,0,,0,0,0,0,0,0,0,0,0
5346,Cl.NC1CCN(c2cccc(Cl)n2)CC1,C10H15Cl2N3,248.1522 (211.6913+36.4609),25201,,0,,0,0,0,0,0,0,0,0,0
5347,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1.Cl,C17H27Cl2N,316.3090 (36.4609+279.8480),25927,,0,,0,0,0,0,0,0,0,0,0
5348,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21.Cl,C18H23ClN2O2S,366.9054 (330.4445+36.4609),28538,,0,,0,0,0,0,0,0,0,0,0
5349,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12.Cl,C19H24ClN3O,345.8664 (36.4609+309.4054),25293,,0,,0,0,0,0,0,0,0,0,0
5350,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21.Cl,C18H22ClN3O,331.8398 (295.3788+36.4609),28394,,0,,0,0,0,0,0,0,0,0,0
5351,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12.Cl,C21H22ClN,323.8591 (287.3981+36.4609),25496,,0,,0,0,0,0,0,0,0,0,0
5352,CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2.Cl,C18H25ClN4O,348.8703 (312.4094+36.4609),28983,,0,,0,0,0,0,0,0,0,0,0
5353,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC.Cl,C28H41ClN2O5,521.0885 (484.6276+36.4609),27844,,0,,0,0,0,0,0,0,0,0,0
5354,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC.Cl,C20H28ClNO4,381.8936 (345.4327+36.4609),28559,,0,,0,0,0,0,0,0,0,0,0
5355,COc1ccc(OC)c(C[C@H](C)N)c1.Cl,C11H18ClNO2,231.7191 (195.2582+36.4609),28813,,0,,0,0,0,0,0,0,0,0,0
5356,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC.Cl,C23H30ClN3O2,415.9562 (379.4953+36.4609),28677,,0,,0,0,0,0,0,0,0,0,0
5357,Cc1[nH]c(=O)c(C#N)cc1-c1ccc2nccn2c1.Cl,C14H11ClN4O,286.7163 (36.4609+250.2554),25813,,0,,0,0,0,0,0,0,0,0,0
5358,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C.Cl,C21H28ClN3O7S,501.9809 (465.5200+36.4609),25466,,0,,0,0,0,0,0,0,0,0,0
5359,C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl,C22H25ClN2O8,480.8955 (444.4346+36.4609),25405,,0,,0,0,0,0,0,0,0,0,0
5360,Cl.NCCC[C@H](N)C(=O)O,C5H13ClN2O2,168.6219 (132.1610+36.4609),28946,,0,,,0,0,0,0,0,0,0,0
5361,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1.Cl,C18H34Cl2N2O5S,461.4440 (424.9830+36.4609),25428,,0,,0,0,0,0,0,0,0,0,0
5362,C[C@H](NCCc1ccc(O)cc1)[C@H](O)c1ccc(O)cc1.Cl,C17H22ClNO3,323.8145 (287.3535+36.4609),25438,,0,,0,0,0,0,0,0,0,0,0
5363,C[C@@H](N)C(=O)c1ccccc1.Cl,C9H12ClNO,185.6507 (149.1897+36.4609),28793,,0,,0,0,0,0,0,0,0,0,0
5364,Cl.Cn1cc(C(=O)[C@@H]2CCc3[nH]cnc3C2)c2ccccc21,C17H18ClN3O,315.7973 (279.3364+36.4609),1223,,0,,0,0,0,0,0,0,0,0,0
5365,CC(C)CC(NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CCC(=O)N1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)NCC(N)=O.Cl,C55H76ClN17O13,1218.7510 (1182.2901+36.4609),28880,,0,,0,0,0,0,0,0,0,0,0
5366,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O.Cl,C27H35ClN2O7,535.0290 (498.5681+36.4609),24267,,0,,0,0,1,0,0,0,0,0,0
5367,CCOC(=O)NNc1nncc2ccccc12.Cl,C11H13ClN4O2,268.6995 (232.2386+36.4609),24664,,0,,0,0,0,0,0,0,0,0,0
5368,Cl.O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,C15H21ClN2O2,296.7924 (36.4609+260.3315),25770,,0,,0,0,0,0,1,0,0,0,0
5369,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl,C20H29ClN2O5S,444.9727 (36.4609+408.5117),26628,,1,,0,0,0,1,0,0,0,0,1
5370,Cl.O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,C21H26ClNO3,375.8890 (339.4281+36.4609),27828,,0,,0,0,0,0,0,0,0,0,0
5371,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,C21H30ClNO,347.9220 (311.4611+36.4609),27832,,0,,0,0,0,0,0,0,0,0,0
5372,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1.Cl,C18H24ClNO3,337.8411 (301.3801+36.4609),26471,,0,,0,0,0,0,0,0,0,0,0
5373,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1.Cl,C17H26ClNO3,327.8462 (291.3853+36.4609),25390,,0,,0,0,0,0,0,0,0,0,0
5374,CCOC(=O)[C@@](C)(N)Cc1ccc(O)c(O)c1.Cl,C12H18ClNO4,275.7286 (239.2677+36.4609),25370,,0,,,0,0,0,0,0,0,0,0
5375,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,C21H20Cl2O3,391.2877,2292,,0,,0,0,0,0,0,0,0,0,0
5376,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,C8H8Cl3O3PS,321.5451,14885,,0,,0,0,0,1,0,0,0,0,0
5377,O=C1N=C2SCCN2C(=O)C1Cc1ccc(Cl)cc1,C13H11ClN2O2S,294.7566,26208,,0,,0,0,0,0,0,0,0,0,0
5378,Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O,C19H21ClN4O5,420.8468,3032,,0,,0,0,0,0,0,0,0,0,0
5379,O=C(COc1ccc(Cl)cc1)OCCNC12CC3CC(CC(C3)C1)C2,C20H26ClNO3,363.8783,26280,,0,,0,0,0,0,0,0,0,0,0
5380,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,C16H13ClN2O2,300.7396,26759,,0,,,0,0,0,0,0,0,0,0
5381,CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,C18H17ClN2O,312.7934,26249,,0,,,0,1,0,0,0,1,0,0
5382,ClCCN(CCCl)CCCl,C6H12Cl3N,204.5252,28670,,0,,0,0,0,0,0,0,1,0,0
5383,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,C41H76N2O15,837.0465,21117,,0,,0,0,0,0,0,0,0,0,0
5384,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,C13H17N3O,231.2936,504,,0,,0,0,0,0,0,0,0,0,0
5385,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,C17H27NO2,277.4018,9320,,0,,0,0,0,0,0,0,0,0,0
5386,CN(C)c1ccc(N(C)C)cc1,C10H16N2,164.2474,6124,0,0,1,,0,1,0,,,0,0,0
5387,CN(C)c1ccc(/N=N/c2ccccc2C(=O)O)cc1,C15H15N3O2,269.2985,22154,1,0,1,,0,1,,,0,0,1,0
5388,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,C19H19NOS,309.4253,3190,,0,,0,0,0,0,0,0,0,0,0
5389,CN1CCN2c3ncccc3Cc3ccccc3C2C1,C17H19N3,265.3529,3325,,0,,0,0,0,0,0,0,0,0,0
5390,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,C21H25NO,307.4293,2659,,0,,0,0,0,0,0,0,0,0,0
5391,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,C22H26N2O2S,382.5190,26861,,0,,0,0,0,0,0,0,0,0,0
5392,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,C15H21N3O2,275.3461,3471,,0,,0,0,0,0,0,0,0,0,0
5393,CNc1ccc(C(=O)CC(O)CCC(C)C2OC(=O)CC(O)CC(=O)CC(O)CC(O)CC(O)CC(O)CC3(O)CC(O)C(C(=O)OC)C(CC(O[C@@H]4O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C2C)O3)cc1,C60H88N2O19,1141.3427,25900,,0,,0,0,0,1,0,0,0,0,0
5394,COC(=O)C(Cl)C(=O)OC,C5H7ClO4,166.5597,28944,,0,,0,0,0,0,0,0,0,0,0
5395,COC1=CC=C2[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,C19H21NO3,311.3749,26099,,0,,0,0,0,0,0,0,0,0,0
5396,CCN(CC)CCn1c(=O)c(Cc2ccc(OC)cc2)nc2ccccc21,C22H27N3O2,365.4687,28936,,0,,0,0,0,0,0,0,0,0,0
5397,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,C17H23N3O,285.3840,3542,,0,,0,0,0,1,0,0,0,0,0
5398,COc1ccccc1OC(=O)Oc1ccccc1OC,C15H14O5,274.2687,26405,,0,,0,0,0,0,0,0,0,0,0
5399,CNCCC(Oc1ccccc1OC)c1ccccc1,C17H21NO2,271.3541,25175,,0,,0,0,0,0,0,0,0,0,0
5400,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,C12H14N4O4S,310.3290,3607,,0,,0,0,0,0,0,0,0,0,0
5401,CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,C16H20N2O5,320.3404,25710,,0,,0,0,0,0,0,0,0,0,0
5402,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,C17H14O4S,314.3557,3567,,0,,0,0,0,0,0,0,0,0,0
5403,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,C18H34ClN2O8PS,504.9629,28603,,0,,0,0,0,0,0,0,0,0,0
5404,O=C(CCCN1CCC(C(=O)c2ccc(F)cc2)CC1)c1ccc(F)cc1,C22H23F2NO2,371.4203,26120,,0,,0,0,0,0,0,0,0,0,0
5405,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,C22H22FN3O3,395.4268,3188,,0,,0,0,0,0,0,0,0,0,0
5406,O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1,C21H23BrFNO2,420.3152,2690,,0,,0,0,0,0,0,0,0,0,0
5407,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c1,C20H10Cl2F5N3O3,506.2097,26556,,0,,0,0,0,1,0,0,1,0,0
5408,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,C11H12I3NO2,570.9319,3159,,0,,0,1,0,0,0,0,0,0,0
5409,N[C@@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,C15H12I3NO4,650.9735,26908,,0,,,0,0,0,0,1,0,0,0
5410,CC(C)NCC(O)c1ccc(N)c(C#N)c1,C12H17N3O,219.2829,25652,,0,,0,0,0,0,0,0,0,0,0
5411,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,C17H11N5,285.3027,3202,,0,,1,0,0,0,0,0,0,0,0
5412,CN/C(=N\c1ccc(C2=NNC(=O)CC2C)cc1)NC#N,C14H16N6O,284.3164,25202,,0,,0,0,0,0,0,0,0,0,0
5413,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)O1,C18H37N5O8,451.5151,2915,,1,,0,0,0,0,1,0,0,0,0
5414,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,C17H17N7O8S4,575.6190,2762,,0,,0,0,0,0,0,0,0,0,0
5415,CSCC[C@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@@H](N)CC(=O)O)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,C49H62N10O16S3,1143.2690,28543,,0,,,1,0,0,1,0,0,0,0
5416,COc1ccc(S(=O)(=O)N2c3ccc(Cl)cc3[C@@](O)(c3ccccc3Cl)[C@H]2C(=O)N2CCC[C@@H]2C(N)=O)cc1OC,C28H27Cl2N3O7S,620.5009,25746,,0,,0,0,0,0,0,0,0,0,0
5417,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,C10H8F2N4O,238.1935,26506,,0,,0,0,0,0,0,0,0,0,0
5418,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1N,C9H14N4O5,258.2313,26015,,0,,,0,0,0,0,0,0,0,0
